B0,B1,B2,Label
-55,-35,-54,3
-40,-51,-50,15
-44,-60,-52,10
-42,-51,-52,15
-49,-55,-44,16
-43,-50,-51,15
-51,-41,-52,6
-44,-55,-53,10
-49,-52,-46,16
-63,-44,-43,2
-56,-46,-42,2
-54,-36,-49,3
-54,-35,-50,3
-48,-53,-50,12
-58,-48,-53,5
-50,-53,-50,7
-55,-35,-56,3
-52,-36,-54,3
-46,-40,-47,6
-48,-52,-51,12
-50,-52,-47,7
-49,-53,-45,16
-42,-49,-52,11
-51,-52,-47,7
-43,-56,-52,10
-58,-39,-53,3
-28,-56,-52,13
-42,-43,-47,9
-27,-56,-51,13
-42,-49,-52,15
-41,-45,-52,10
-26,-53,-51,13
-50,-61,-45,16
-49,-51,-45,16
-42,-49,-53,11
-39,-45,-52,10
-52,-47,-57,7
-28,-56,-53,13
-42,-50,-51,15
-42,-49,-52,11
-54,-35,-52,3
-40,-50,-51,15
-41,-40,-48,9
-50,-52,-45,16
-59,-47,-42,2
-53,-36,-54,3
-50,-56,-40,8
-51,-57,-35,8
-49,-53,-45,16
-52,-35,-52,3
-55,-52,-30,1
-51,-52,-45,16
-41,-43,-49,9
-42,-50,-53,11
-46,-41,-51,6
-55,-56,-28,1
-49,-53,-45,16
-41,-43,-48,9
-49,-52,-44,16
-53,-35,-54,3
-54,-40,-50,6
-55,-56,-29,1
-53,-57,-34,8
-32,-47,-54,14
-40,-48,-49,9
-53,-26,-62,4
-32,-47,-56,14
-33,-47,-55,14
-42,-50,-51,15
-44,-57,-50,10
-57,-55,-29,1
-46,-39,-47,6
-47,-53,-49,12
-53,-51,-47,7
-53,-77,-46,16
-49,-51,-48,7
-47,-54,-51,12
-49,-55,-45,16
-58,-36,-51,5
-41,-43,-49,9
-45,-39,-47,6
-48,-55,-51,12
-42,-49,-52,15
-64,-55,-28,1
-53,-36,-53,3
-42,-49,-51,15
-58,-46,-43,2
-46,-40,-47,6
-54,-36,-53,3
-56,-56,-34,1
-46,-40,-48,6
-51,-57,-35,8
-49,-40,-47,6
-48,-51,-47,7
-60,-41,-51,5
-50,-50,-50,7
-52,-48,-48,7
-42,-50,-54,11
-50,-50,-47,7
-42,-50,-51,15
-60,-38,-51,5
-54,-54,-29,1
-41,-51,-49,9
-53,-36,-55,3
-57,-35,-55,3
-42,-51,-50,11
-32,-48,-56,14
-49,-58,-40,8
-48,-55,-51,12
-49,-52,-45,16
-54,-56,-29,1
-52,-25,-65,4
-42,-53,-52,11
-60,-48,-52,5
-57,-37,-49,5
-30,-46,-55,14
-48,-56,-51,12
-27,-54,-54,13
-53,-26,-58,4
-51,-49,-50,7
-50,-52,-45,16
-54,-36,-52,3
-50,-57,-35,8
-52,-30,-65,4
-49,-49,-47,7
-30,-44,-52,14
-30,-48,-55,14
-47,-40,-48,6
-30,-46,-55,14
-49,-55,-50,12
-49,-52,-46,16
-59,-43,-50,5
-50,-54,-44,16
-42,-50,-50,15
-41,-43,-49,9
-52,-36,-50,3
-41,-48,-49,9
-27,-56,-52,13
-40,-46,-53,10
-39,-49,-49,15
-40,-55,-53,10
-53,-36,-56,3
-27,-54,-53,13
-41,-42,-49,9
-52,-26,-62,4
-52,-25,-62,4
-62,-52,-28,1
-48,-53,-48,12
-30,-48,-54,14
-63,-46,-43,2
-40,-50,-50,15
-28,-57,-53,13
-53,-35,-51,3
-42,-52,-51,11
-44,-57,-51,10
-41,-43,-48,9
-55,-42,-53,3
-41,-43,-48,9
-51,-49,-54,7
-51,-40,-50,6
-59,-48,-54,5
-51,-40,-55,6
-47,-55,-51,12
-61,-46,-44,2
-54,-54,-28,1
-54,-58,-40,8
-49,-53,-44,16
-53,-26,-66,4
-44,-49,-54,11
-51,-50,-49,7
-60,-47,-55,5
-50,-56,-35,8
-48,-54,-51,12
-53,-40,-53,3
-42,-50,-53,11
-43,-50,-52,15
-47,-40,-48,6
-55,-54,-29,1
-42,-51,-50,15
-49,-55,-50,10
-60,-46,-45,2
-30,-54,-54,13
-45,-68,-51,10
-41,-54,-51,10
-42,-49,-52,11
-44,-58,-52,10
-62,-56,-29,1
-62,-46,-43,2
-59,-55,-28,1
-48,-55,-51,12
-47,-53,-50,12
-55,-38,-54,3
-49,-59,-40,8
-61,-47,-44,2
-51,-48,-49,7
-52,-27,-60,4
-50,-50,-49,7
-59,-36,-49,5
-58,-48,-56,5
-51,-50,-48,7
-61,-46,-43,2
-49,-58,-40,8
-27,-53,-53,13
-52,-24,-59,4
-52,-25,-64,4
-52,-49,-55,7
-48,-40,-48,6
-28,-52,-54,13
-43,-50,-51,15
-54,-56,-29,1
-45,-40,-48,6
-52,-52,-40,8
-42,-51,-50,15
-51,-51,-50,7
-43,-58,-52,10
-61,-47,-44,2
-40,-48,-54,10
-49,-49,-49,7
-54,-37,-52,3
-27,-56,-53,13
-53,-34,-51,3
-46,-37,-47,6
-59,-47,-43,2
-42,-51,-52,11
-59,-47,-52,5
-47,-40,-54,6
-56,-55,-29,1
-41,-50,-52,15
-48,-52,-45,16
-55,-54,-29,1
-51,-26,-58,4
-50,-52,-45,16
-57,-41,-51,3
-43,-50,-50,15
-63,-45,-43,2
-30,-48,-56,14
-51,-56,-36,8
-49,-57,-40,8
-46,-41,-48,6
-47,-40,-47,6
-42,-50,-53,11
-61,-41,-49,5
-61,-37,-51,5
-59,-37,-50,5
-59,-46,-44,2
-30,-47,-55,14
-44,-58,-51,10
-29,-46,-52,14
-58,-44,-53,5
-41,-49,-50,15
-64,-48,-53,5
-51,-50,-50,7
-41,-44,-49,9
-43,-49,-51,15
-53,-36,-52,3
-61,-36,-51,5
-40,-48,-52,10
-52,-25,-64,4
-44,-56,-53,10
-58,-55,-29,1
-62,-41,-54,5
-53,-27,-57,4
-49,-47,-49,7
-50,-52,-45,16
-57,-39,-51,5
-56,-53,-29,1
-28,-57,-53,13
-60,-46,-43,2
-42,-51,-52,15
-42,-51,-54,11
-54,-39,-54,3
-31,-48,-57,14
-51,-41,-51,6
-54,-35,-53,3
-59,-46,-42,2
-52,-36,-55,3
-40,-50,-50,15
-28,-53,-54,13
-47,-55,-50,12
-53,-34,-64,4
-57,-47,-43,2
-59,-46,-45,2
-47,-55,-51,12
-49,-52,-45,16
-56,-35,-52,3
-49,-55,-46,16
-52,-26,-62,4
-27,-57,-53,13
-51,-41,-50,6
-51,-26,-63,4
-42,-48,-52,11
-28,-53,-55,13
-49,-58,-34,8
-56,-46,-44,2
-49,-57,-40,8
-49,-52,-45,16
-42,-51,-52,15
-57,-53,-28,1
-47,-53,-51,12
-61,-55,-28,1
-48,-53,-46,16
-46,-39,-47,6
-40,-51,-50,10
-32,-48,-56,14
-51,-49,-56,7
-61,-43,-55,5
-50,-51,-49,7
-41,-53,-48,9
-61,-54,-29,1
-49,-58,-40,8
-49,-52,-45,16
-45,-39,-47,6
-26,-56,-53,13
-47,-55,-51,12
-32,-48,-57,14
-42,-54,-52,10
-41,-43,-48,9
-57,-54,-28,1
-43,-57,-52,10
-45,-39,-47,6
-55,-54,-28,1
-50,-49,-48,7
-53,-49,-49,7
-27,-57,-53,13
-58,-55,-29,1
-61,-45,-43,2
-59,-46,-43,2
-49,-52,-45,16
-53,-26,-62,4
-50,-50,-50,7
-56,-38,-54,5
-55,-42,-53,3
-49,-52,-45,16
-41,-42,-48,9
-53,-26,-65,4
-53,-24,-62,4
-53,-36,-56,3
-32,-47,-55,14
-60,-46,-43,2
-42,-47,-50,11
-59,-46,-44,2
-49,-54,-45,16
-41,-43,-48,9
-48,-52,-51,12
-45,-40,-46,6
-28,-55,-52,13
-30,-47,-53,14
-50,-41,-51,6
-60,-45,-52,5
-51,-50,-49,7
-46,-39,-47,6
-42,-48,-51,11
-39,-49,-53,10
-49,-61,-46,16
-27,-59,-51,13
-41,-44,-49,9
-52,-24,-56,4
-40,-43,-48,9
-48,-52,-44,16
-52,-31,-65,4
-31,-47,-56,14
-57,-35,-55,3
-42,-50,-52,11
-57,-40,-54,5
-44,-58,-53,10
-47,-54,-50,12
-58,-35,-50,3
-56,-52,-29,1
-42,-50,-51,15
-50,-58,-35,8
-51,-48,-50,7
-63,-46,-44,2
-42,-51,-53,10
-54,-55,-28,1
-42,-49,-52,15
-53,-26,-63,4
-56,-45,-41,2
-48,-51,-45,16
-49,-52,-45,16
-53,-35,-51,3
-48,-52,-45,16
-52,-26,-57,4
-60,-38,-51,5
-41,-49,-51,11
-49,-40,-48,6
-30,-47,-56,14
-40,-47,-52,10
-58,-48,-54,5
-41,-43,-49,9
-40,-47,-48,9
-49,-50,-47,7
-26,-53,-55,13
-42,-51,-52,15
-46,-40,-47,6
-40,-50,-50,15
-43,-56,-50,10
-46,-39,-48,6
-41,-50,-52,11
-49,-53,-46,16
-51,-27,-62,4
-57,-35,-51,5
-41,-51,-48,9
-60,-55,-29,1
-52,-25,-62,4
-50,-59,-40,8
-60,-48,-53,5
-41,-44,-48,9
-42,-49,-51,15
-28,-54,-54,13
-50,-53,-45,16
-58,-44,-54,5
-40,-47,-53,10
-61,-41,-50,5
-27,-54,-52,13
-50,-41,-51,6
-53,-27,-62,4
-27,-58,-55,13
-50,-53,-47,7
-41,-50,-52,15
-31,-47,-55,14
-50,-51,-45,16
-29,-47,-54,14
-49,-50,-50,7
-58,-45,-45,2
-47,-53,-49,12
-40,-47,-54,10
-42,-46,-49,11
-49,-56,-34,8
-29,-46,-51,14
-31,-47,-56,14
-53,-36,-53,3
-50,-57,-38,8
-60,-44,-49,5
-58,-45,-44,2
-48,-51,-45,16
-51,-56,-46,16
-52,-36,-53,3
-52,-25,-62,4
-49,-61,-45,16
-46,-39,-48,6
-45,-48,-52,15
-47,-53,-51,12
-30,-47,-65,14
-52,-25,-60,4
-54,-36,-53,3
-48,-52,-44,16
-46,-41,-48,6
-58,-37,-51,5
-42,-50,-53,11
-53,-53,-33,8
-54,-54,-28,1
-53,-35,-55,3
-49,-52,-45,16
-46,-39,-48,6
-42,-50,-52,11
-29,-45,-52,14
-50,-53,-46,16
-44,-50,-52,15
-47,-54,-51,12
-42,-49,-52,15
-54,-35,-53,3
-41,-50,-51,15
-58,-44,-52,5
-55,-55,-28,1
-42,-50,-52,11
-49,-40,-48,6
-58,-49,-54,5
-59,-47,-43,2
-42,-49,-52,11
-54,-42,-50,6
-55,-54,-29,1
-41,-45,-48,9
-41,-49,-52,11
-49,-40,-48,6
-50,-55,-38,8
-40,-49,-50,10
-42,-48,-50,15
-47,-54,-51,12
-47,-52,-51,12
-62,-47,-43,2
-56,-46,-41,2
-40,-48,-55,10
-49,-53,-45,16
-46,-39,-49,6
-32,-47,-56,14
-47,-53,-50,12
-59,-46,-44,2
-52,-25,-62,4
-59,-37,-51,5
-27,-58,-54,13
-45,-46,-50,11
-58,-53,-29,1
-27,-54,-54,13
-30,-44,-51,14
-27,-57,-52,13
-52,-49,-56,7
-48,-52,-44,16
-47,-53,-50,12
-52,-48,-56,7
-41,-49,-51,15
-62,-46,-43,2
-50,-53,-55,7
-39,-45,-52,10
-49,-54,-45,16
-43,-55,-50,10
-47,-56,-51,12
-46,-39,-48,6
-59,-41,-51,5
-42,-50,-53,11
-31,-46,-53,14
-62,-46,-42,2
-58,-55,-28,1
-48,-52,-51,12
-42,-51,-53,11
-49,-52,-35,8
-49,-53,-45,16
-42,-50,-51,15
-27,-59,-52,13
-50,-40,-51,6
-59,-46,-42,2
-59,-46,-43,2
-50,-52,-45,16
-47,-53,-51,12
-41,-45,-49,9
-57,-46,-45,2
-49,-57,-34,8
-47,-53,-52,12
-49,-57,-41,8
-41,-44,-47,9
-57,-53,-29,1
-49,-60,-40,8
-32,-47,-57,14
-27,-55,-53,13
-51,-51,-44,16
-49,-58,-40,8
-48,-53,-45,16
-30,-44,-53,14
-55,-46,-41,2
-28,-55,-55,13
-45,-44,-48,6
-49,-53,-47,16
-52,-32,-62,4
-41,-52,-53,11
-45,-41,-48,6
-47,-53,-51,12
-60,-45,-44,2
-42,-47,-50,11
-55,-32,-64,4
-41,-43,-48,9
-60,-46,-44,2
-47,-53,-51,12
-45,-50,-51,11
-42,-47,-50,11
-31,-47,-52,14
-42,-50,-51,15
-41,-43,-49,9
-49,-52,-45,16
-46,-38,-47,6
-44,-58,-49,10
-30,-47,-55,14
-54,-48,-54,7
-44,-55,-53,10
-32,-48,-56,14
-59,-46,-53,5
-44,-49,-48,15
-50,-57,-35,8
-51,-58,-41,8
-58,-44,-51,5
-49,-59,-39,8
-32,-47,-56,14
-53,-35,-53,3
-41,-43,-49,9
-27,-57,-52,13
-55,-54,-29,1
-60,-54,-28,1
-46,-39,-48,6
-42,-42,-49,9
-42,-48,-53,11
-40,-49,-51,15
-40,-47,-53,10
-42,-50,-53,11
-40,-47,-53,10
-51,-41,-51,6
-46,-42,-47,6
-42,-50,-52,11
-49,-56,-35,8
-41,-42,-49,9
-53,-25,-59,4
-49,-51,-45,16
-47,-54,-51,12
-52,-26,-65,4
-47,-54,-50,12
-41,-44,-48,9
-52,-40,-53,3
-49,-51,-45,16
-41,-45,-49,9
-41,-51,-49,15
-52,-25,-62,4
-58,-46,-55,5
-56,-53,-29,1
-41,-50,-51,11
-50,-59,-35,8
-42,-49,-50,15
-60,-43,-51,5
-53,-36,-55,3
-51,-52,-44,16
-30,-47,-55,14
-31,-45,-53,14
-49,-51,-45,16
-42,-50,-52,15
-46,-39,-48,6
-41,-43,-48,9
-59,-38,-51,5
-53,-25,-61,4
-28,-58,-52,13
-47,-53,-51,12
-41,-50,-49,9
-42,-50,-52,11
-52,-28,-65,4
-58,-48,-53,5
-48,-54,-51,12
-47,-56,-50,12
-46,-40,-48,6
-49,-56,-40,8
-41,-43,-48,9
-53,-25,-59,4
-54,-36,-49,3
-52,-25,-59,4
-54,-55,-29,1
-58,-48,-53,5
-58,-39,-49,5
-52,-35,-52,3
-40,-44,-48,9
-41,-44,-48,9
-27,-56,-51,13
-53,-56,-28,1
-40,-48,-51,15
-48,-51,-52,15
-39,-49,-54,10
-60,-53,-29,1
-52,-26,-65,4
-42,-46,-50,11
-53,-37,-55,3
-42,-50,-50,15
-53,-47,-53,5
-52,-36,-53,3
-63,-53,-29,1
-58,-47,-51,5
-27,-55,-54,13
-26,-63,-55,13
-28,-57,-52,13
-46,-39,-48,6
-47,-53,-51,12
-47,-53,-51,12
-51,-41,-51,6
-54,-47,-51,15
-32,-49,-56,14
-50,-51,-50,7
-52,-25,-62,4
-51,-52,-43,16
-30,-46,-55,14
-47,-53,-51,12
-40,-49,-53,10
-28,-54,-54,13
-61,-49,-54,5
-41,-50,-52,15
-43,-50,-53,11
-60,-53,-29,1
-50,-52,-45,16
-46,-40,-48,6
-44,-57,-51,10
-51,-48,-49,7
-27,-45,-53,14
-50,-50,-50,7
-55,-35,-54,3
-58,-47,-53,5
-56,-49,-55,7
-49,-52,-45,16
-32,-48,-56,14
-52,-52,-55,7
-61,-46,-42,2
-39,-49,-52,10
-30,-43,-54,14
-25,-54,-54,13
-59,-52,-28,1
-49,-59,-40,8
-52,-50,-47,7
-31,-44,-54,14
-46,-40,-48,6
-51,-25,-65,4
-41,-45,-48,9
-48,-53,-52,12
-56,-35,-51,3
-42,-46,-50,11
-52,-27,-63,4
-53,-34,-62,4
-61,-38,-51,5
-42,-46,-51,11
-48,-57,-40,8
-42,-50,-51,15
-50,-41,-51,6
-41,-47,-52,11
-58,-46,-44,2
-46,-39,-48,6
-56,-47,-44,2
-61,-44,-54,5
-27,-54,-54,13
-55,-54,-29,1
-59,-49,-52,5
-26,-52,-54,13
-59,-43,-53,5
-41,-47,-50,10
-51,-55,-40,8
-57,-55,-29,1
-52,-35,-54,3
-58,-46,-54,5
-60,-37,-52,5
-27,-56,-52,13
-62,-47,-44,2
-59,-52,-28,1
-41,-43,-48,9
-42,-51,-52,11
-42,-51,-52,15
-47,-40,-53,6
-32,-47,-55,14
-47,-55,-51,12
-41,-43,-49,9
-51,-50,-47,7
-61,-43,-52,5
-28,-56,-53,13
-28,-55,-51,13
-55,-36,-51,3
-40,-49,-51,15
-28,-59,-55,13
-48,-53,-51,12
-26,-54,-51,13
-43,-51,-52,15
-59,-55,-29,1
-41,-43,-48,9
-55,-35,-55,3
-57,-35,-54,3
-46,-41,-49,6
-47,-52,-51,12
-31,-48,-56,14
-41,-50,-50,15
-40,-47,-52,10
-42,-50,-53,11
-41,-45,-50,11
-29,-46,-55,14
-53,-51,-55,7
-50,-51,-47,7
-51,-49,-49,7
-32,-47,-56,14
-43,-56,-51,10
-60,-47,-53,5
-49,-52,-45,16
-50,-49,-47,7
-55,-36,-51,3
-59,-46,-49,5
-42,-49,-50,15
-48,-52,-51,12
-55,-52,-29,1
-49,-58,-35,8
-29,-53,-54,13
-42,-51,-53,11
-55,-36,-53,3
-56,-46,-42,2
-52,-36,-52,3
-52,-52,-45,16
-58,-54,-29,1
-59,-46,-44,2
-50,-53,-50,15
-46,-39,-47,6
-48,-53,-50,12
-43,-55,-52,10
-49,-51,-48,7
-27,-56,-53,13
-53,-24,-63,4
-58,-47,-53,5
-47,-52,-50,12
-46,-39,-47,6
-52,-27,-65,4
-50,-55,-36,8
-27,-57,-52,13
-51,-52,-45,16
-56,-47,-43,2
-57,-43,-50,5
-60,-54,-28,1
-41,-47,-52,11
-28,-57,-52,13
-60,-46,-44,2
-53,-27,-66,4
-49,-55,-37,8
-47,-54,-51,12
-43,-50,-53,11
-61,-46,-41,2
-48,-57,-40,8
-42,-57,-51,10
-26,-54,-53,13
-49,-61,-41,8
-41,-50,-52,11
-47,-39,-47,6
-56,-47,-43,2
-53,-25,-66,4
-41,-42,-49,9
-41,-54,-47,9
-58,-37,-50,5
-55,-53,-35,8
-52,-55,-51,12
-60,-54,-29,1
-52,-41,-53,6
-49,-52,-45,16
-50,-48,-49,7
-44,-46,-50,11
-41,-51,-52,11
-48,-53,-44,16
-25,-56,-57,13
-54,-36,-50,3
-45,-40,-48,6
-49,-52,-44,16
-41,-43,-48,9
-49,-56,-35,8
-58,-46,-42,2
-54,-36,-51,3
-30,-45,-53,14
-42,-51,-53,11
-52,-24,-63,4
-43,-46,-50,11
-64,-47,-44,2
-52,-26,-60,4
-41,-59,-51,10
-58,-53,-28,1
-32,-47,-56,14
-47,-52,-50,12
-30,-47,-55,14
-50,-56,-36,8
-32,-47,-55,14
-52,-25,-62,4
-48,-55,-51,12
-28,-55,-54,13
-51,-28,-64,4
-47,-40,-51,6
-57,-51,-29,1
-56,-42,-50,5
-61,-41,-51,5
-42,-50,-51,15
-42,-50,-53,11
-52,-27,-62,4
-50,-56,-35,8
-46,-39,-48,6
-41,-43,-48,9
-39,-48,-50,10
-41,-47,-48,9
-56,-35,-48,3
-49,-57,-35,8
-41,-50,-53,11
-40,-50,-51,15
-41,-57,-48,9
-31,-47,-56,14
-42,-51,-52,15
-42,-43,-49,9
-41,-52,-52,15
-61,-48,-54,5
-54,-35,-55,3
-45,-41,-47,6
-60,-46,-43,2
-42,-46,-51,11
-41,-42,-48,9
-62,-46,-44,2
-50,-53,-45,16
-50,-48,-49,7
-27,-55,-53,13
-56,-35,-50,3
-43,-58,-52,10
-57,-56,-29,1
-30,-44,-53,14
-51,-53,-61,10
-48,-59,-53,10
-57,-45,-44,2
-41,-46,-48,9
-49,-62,-41,8
-50,-56,-35,8
-52,-36,-48,3
-47,-53,-51,12
-50,-52,-45,16
-26,-53,-54,13
-57,-38,-53,5
-53,-36,-54,3
-53,-25,-59,4
-53,-37,-55,3
-32,-48,-56,14
-58,-52,-28,1
-47,-55,-50,12
-42,-51,-52,15
-60,-45,-44,2
-42,-46,-50,11
-41,-42,-48,9
-41,-52,-49,9
-49,-55,-46,16
-27,-54,-55,13
-50,-50,-49,7
-40,-47,-47,9
-50,-40,-52,6
-47,-53,-51,12
-41,-43,-49,9
-40,-49,-54,10
-50,-56,-34,8
-52,-24,-60,4
-49,-57,-38,8
-43,-56,-50,10
-49,-51,-44,16
-30,-46,-52,14
-26,-54,-55,13
-46,-39,-47,6
-60,-48,-51,5
-54,-55,-29,1
-49,-60,-39,8
-42,-51,-51,11
-43,-51,-52,15
-26,-54,-52,13
-59,-42,-51,5
-29,-47,-56,14
-46,-39,-48,6
-59,-46,-44,2
-59,-48,-54,5
-47,-55,-52,12
-58,-36,-50,5
-52,-25,-64,4
-52,-26,-59,4
-27,-57,-52,13
-56,-35,-53,3
-53,-35,-51,3
-49,-61,-34,8
-53,-25,-65,4
-50,-49,-49,7
-52,-53,-46,16
-51,-50,-49,7
-40,-49,-50,10
-41,-51,-53,11
-54,-55,-29,1
-30,-46,-54,14
-31,-48,-57,14
-43,-50,-48,15
-46,-39,-48,6
-52,-26,-64,4
-30,-49,-52,14
-50,-49,-47,7
-50,-58,-35,8
-26,-55,-54,13
-53,-25,-63,4
-28,-56,-53,13
-42,-47,-48,9
-55,-55,-28,1
-25,-55,-51,13
-27,-53,-50,13
-27,-54,-54,13
-57,-46,-43,2
-51,-27,-58,4
-47,-52,-51,12
-52,-22,-59,4
-50,-50,-47,7
